a.voloshchuk,Mobile Security /SRK,SRK - Mobile Security Lab,kmodule/security/five/kunit_test/five_crypto_test.c
a.voloshchuk,Mobile Security /SRK,SRK - Mobile Security Lab,kmodule/security/five/kunit_test/five_dsms_test.c
a.voloshchuk,Mobile Security /SRK,SRK - Mobile Security Lab,kmodule/security/five/kunit_test/five_file.c
a.voloshchuk,Mobile Security /SRK,SRK - Mobile Security Lab,kmodule/security/five/kunit_test/five_lv_test.c
ab.civa,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/is-i2c-config.c
ab.civa,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/sensor/module_framework/cis/is-cis-hi1336.c
ab.civa,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/vendor/mcd/is-device-otprom.c
ab.civa,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/vendor/mcd/is-sec-define.c
ab.civa,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/vendor/mcd/is-vender.c
abhey.deep,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/fuelgauge/max77705_fuelgauge_gki/kunit_test/max77705_fuelgauge_test.c
abhey.deep,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/fuelgauge/max77705_fuelgauge_gki/max77705_fuelgauge.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/broadcom/bcmdhd_101_18/wl_bigdata.c
ach.singh,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/is-device-csi_v4.c
anh.tn1,System S/W P /SVMC,System S/W P,drivers/samsung/sec_bootstat.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/charger/mtk_charger/mtk_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/charger/pca9481_charger_gki/pca9481_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/charger/s2mu106_charger/s2mu106_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/charger/sm5714_charger/sm5714_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/charger/sm5714_charger/sm5714_charger_oper.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_adc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery_dt.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery_thermal.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery_ttf.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_battery_vote.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common/sec_event_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common_gki/sec_battery.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/common_gki/sec_battery_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/max77705_fuelgauge_gki/kunit_test/max77705_fuelgauge_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/max77705_fuelgauge_gki/max77705_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/mtk_fuelgauge/mtk_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/s2mu106_fuelgauge/s2mu106_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/sm5714_fuelgauge/sm5714_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/fuelgauge/sm5714_fuelgauge_gki/sm5714_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/charger/max77705/max77705_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/charger/pca9468/pca9468_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/charger/pca9481/pca9481_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/charger/sm5440/sm5440_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/charger/sm5440/sm5440_direct_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/battery_logger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_adc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_dt_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_misc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_sysfs_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_thermal_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_ttf_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_vote_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_battery_wc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_cisd_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_pd_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/sec_step_charging_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/kunit_test/uml_dummy.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sb_tx.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sb_wpc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_adc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_data.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_dt.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_misc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_thermal.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_ttf.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_vote.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_battery_wc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_charging_modprobe.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_cisd.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_direct_charger/sb_pass_through.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_direct_charger/sec_direct_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_pd.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/common/sec_step_charging.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/kunit_test/sb_notify_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/kunit_test/sb_pqueue_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/kunit_test/sb_sysfs_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/kunit_test/sb_vote_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/sb_core.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/sb_notify.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/sb_pqueue.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/sb_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/core/sb_vote.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/fuelgauge/max77705/kunit_test/max77705_fuelgauge_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/fuelgauge/max77705/max77705_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/wireless/p9320/p9320_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/stable/suwon_2111/wireless/s2miw04/s2miw04_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/max77705/max77705_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/max77705_charger/max77705_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/pca9468/pca9468_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/pca9468_charger/pca9468_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/pca9481/pca9481_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/sm5440/sm5440_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/sm5440/sm5440_direct_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/sm5440_charger/sm5440_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/charger/sm5440_charger/sm5440_direct_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/battery_logger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_adc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_dt_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_misc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_sysfs_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_thermal_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_ttf_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_vote_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_battery_wc_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_cisd_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_pd_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/sec_step_charging_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/kunit_test/uml_dummy.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sb_batt_dump.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_adc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_data.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_dt.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_misc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_sysfs.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_thermal.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_ttf.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_vote.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_battery_wc.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_cisd.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_direct_charger/sec_direct_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_pd.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/common/sec_step_charging.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/max1726x/max1726x_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/max77705/kunit_test/max77705_fuelgauge_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/max77705/max77705_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/max77705_fuelgauge/kunit_test/max77705_fuelgauge_test.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/max77705_fuelgauge/max77705_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/s2mu106/s2mu106_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/fuelgauge/sm5714/sm5714_fuelgauge.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/wireless/mfc_charger/mfc_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/wireless/mfc_s2miw04_charger/mfc_s2miw04_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/wireless/p9320/p9320_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/battery/suwon/wireless/s2miw04/s2miw04_charger.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/usb/typec/common/pdic_notifier.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/usb/typec/slsi/common/usbpd_manager.c
antonis.zach,System Device개발그룹(무선),System Charging Part,kmodule/usb/typec/sm/sm5714/sm5714_typec.c
anydongho.oh,System Platform개발그룹(무선),QCT Quality,kmodule/samsung/qcom/5.4/drivers/samsung/debug/sec_debug.c
anydongho.oh,System Platform개발그룹(무선),QCT Quality,kmodule/samsung/qcom/5.4/drivers/samsung/quest/sec_quest.c
anydongho.oh,System Platform개발그룹(무선),QCT Quality,kmodule/samsung/qcom/5.4/drivers/samsung/quest/sec_quest_param.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/catch_engine/defex_ht.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_catch_list_compat_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_catch_list_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_common_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_debug_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_get_mode_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_ht_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_immutable_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_main_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_priv_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/defex_lsm/kunit_test/defex_safeplace_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_access_control.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_init.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_kernel_api.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_message_list.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_netlink.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_policy.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/dsms_rate_limit.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/dsms_test_utils.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_access_control_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_debug_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_init_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_kernel_api_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_message_list_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_netlink_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_policy_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_rate_limit_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_test_utils.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/kunit_test/security_dsms_test_utils_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_access_control_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_debug_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_init_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_kernel_api_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_policy_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_rate_limit_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_test.c
ap.teles,Security R&D Lab /SRBR,Defense Engineering,kmodule/security/dsms/test/security_dsms_test_utils.c
art.german,Mobile Security /SRK,Mobile Security,kmodule/security/proca/gaf/gaf_v6.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_common.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_custom_exynos.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_custom_msm.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_linux.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_linux_exportfs.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_linux_pktdump.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_msgbuf.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_pcie.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_pcie_linux.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/dhd_rtt.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_android.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_cfg80211.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_cfgp2p.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_cfgscan.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_cfgvendor.c
arttim.kim,선행Convergence Lab.(무선),Wi-Fi Solution,drivers/net/wireless/broadcom/bcmdhd_101_16/wl_cfgvif.c
ashish.sh,Biz Solution - Security Solutions Part /SRI-Noida,Biz Solution R&D - Security Solutions Part,security/selinux/ss/services.c
ayush.sinha,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/suwon/charger/max77705/max77705_charger.c
ayush.sinha,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/suwon/common/sec_battery.c
ayush.sinha,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/suwon/fuelgauge/max1726x/max1726x_fuelgauge.c
ayush.sinha,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/suwon/fuelgauge/max77705/max77705_fuelgauge.c
ayush.sinha,System Performance - Power Part /SRI-Noida,System Performance - Power Part ,kmodule/battery/suwon/fuelgauge/s2mu106/s2mu106_fuelgauge.c
b7683.kim,Security Engineering그룹(무선),HW-backed Security,drivers/soc/samsung/exynos-ssp.c
b_jin.kim,Visual S/W개발그룹(무선),QC Camera System Part,kmodule/camera/qc/optics/tcs3407/tcs3407.c
basavaraj.ps,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/sensor/module_framework/cis/is-cis-hi847.c
basavaraj.ps,Camera System 1 /SRI-Bangalore,Innovative Camera SW Part,drivers/media/platform/exynos/camera/sensor/module_framework/cis/is-cis-imx258.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/a96t3x6/src/qc/a96t3x6.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/a96t3x6/src/qc/a96t3x6_sub.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/a96t3x6/src/qc/sx9360.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/a96t3x6/src/qc/sx9360_sub.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/common/qcom/sensors_core.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/common/qcom/sensors_ssc.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/sx9360/src/qc/sx9360.c
bbo.park,Sensor개발그룹(무선),Sensor Driver,kmodule/sensors/sx938x/src/sx938x.c
